cid1_model,cid2_model,textmining
85204,38714,828
115356,61819,821
115356,37485,740
100440,166625,842
113668,43296,733
113668,59813,741
38578,81167,762
26237,103120,739
168128,174213,777
168128,156977,751
166079,135357,743
11315,92502,821
163532,1505,739
128257,45346,776
128257,38721,717
128257,131937,910
61834,13832,822
141820,18188,819
148810,158791,820
776,50881,768
37157,168669,819
99709,28873,714
152259,5874,820
164276,116352,959
164276,184040,854
164276,32994,878
15218,156546,738
80426,120245,765
135938,141703,926
135938,129006,795
135938,46272,947
166106,15085,820
147329,93813,743
75950,51154,751
75950,133020,787
42763,103845,731
87680,17652,777
177124,34418,739
68509,115532,820
68509,44572,761
57953,96561,741
71624,90508,842
71624,69601,744
71624,114295,945
71624,147757,722
71624,90258,906
71656,48567,821
62571,109589,747
92027,165266,765
94944,115061,760
60106,6139,746
60106,14641,724
64928,133302,740
86264,152685,909
63363,179188,746
158380,13154,711
47903,136152,760
128919,59972,822
128919,53504,701
5827,102899,711
39090,31404,739
137965,12367,728
137965,176373,742
115613,133828,895
115613,145308,713
115613,40729,971
115613,9255,766
115613,78071,842
115613,60012,838
105202,16967,759
105202,119809,702
105202,117502,778
63925,60181,817
63925,154509,831
63925,81216,826
63925,13348,736
63925,108812,802
63925,150146,804
63925,78508,961
63925,76547,775
63925,164604,775
63925,173716,938
63925,140928,855
63925,141703,991
63925,29514,704
63925,26741,757
63925,129006,954
63925,51282,701
63925,127232,779
63925,178421,993
63925,74606,812
63925,109353,854
63925,46272,991
63925,15085,950
63925,74655,705
63925,114826,968
63925,120043,922
63925,141380,845
63925,22145,962
15082,12970,732
15082,19884,821
15082,130953,736
15082,56927,742
15082,10217,888
15082,129805,750
15082,93983,909
88537,118126,739
88537,15169,739
88537,177173,741
88537,42709,734
88537,34536,741
155504,27273,820
184041,124150,741
184041,38280,739
78267,151142,754
105888,127792,842
176888,158571,757
176888,156908,812
23419,5156,745
59700,23662,768
59700,172991,817
59700,105021,813
84263,23662,819
84263,172991,814
84263,105021,820
105021,23662,820
105021,172991,821
105021,58757,820
105021,46015,764
105021,84263,820
105021,59700,813
106022,102127,703
106022,150500,972
106022,116518,972
106022,78834,779
138415,80505,822
101467,38619,726
98487,171271,741
93955,116373,791
88258,150962,901
88258,76534,933
10847,70725,912
149610,151168,898
102633,122863,844
102633,42470,715
101274,70943,787
101274,123831,907
8521,58516,821
8521,85108,741
8521,151116,819
8521,63964,762
29153,152404,728
29153,174721,748
29153,677,731
29153,57936,820
47672,30271,956
47672,106124,890
107757,58009,845
107757,127825,774
107757,29026,821
107757,120970,971
107757,163530,880
107757,35697,846
150191,134532,740
150191,135338,763
150191,109489,739
113648,32341,710
113648,73925,739
78836,117069,739
179396,141530,762
99550,33743,711
154555,102727,764
78197,70238,740
158969,160992,842
158969,125689,715
158969,155706,820
158969,49084,842
44910,45966,726
44910,70778,766
38486,29918,846
38486,102872,822
38486,67079,819
38486,139650,738
38486,152042,745
144503,121255,843
144503,30842,905
144503,148136,711
4124,120570,786
175663,75981,744
46366,99461,743
46366,3944,748
46366,7086,761
46366,84688,807
46366,64512,722
46366,142382,761
46366,176741,789
151116,58516,822
151116,32335,821
151116,170179,734
151116,154297,760
151116,8521,819
151116,63964,765
85108,173097,743
85108,116535,743
85108,6497,742
85108,8521,741
171024,28620,961
171024,70725,730
171024,67857,957
52914,81297,776
52914,173459,931
52914,41182,863
52914,107825,908
54554,48599,963
35797,64880,749
35797,107278,730
35797,13193,740
69931,71333,729
131663,184551,875
131663,70420,762
131663,42620,761
131663,175587,733
157438,130019,732
157438,102417,837
129978,182696,739
21853,128750,718
5779,54543,816
5779,25029,710
114864,180012,725
104604,98203,762
120461,153536,887
15944,175305,749
67802,85803,763
89291,36499,782
89291,155850,743
89291,90518,741
170190,147432,731
147432,170190,731
156995,80716,749
156995,145436,730
156995,19947,729
154360,181101,711
33490,168193,752
33490,101179,748
33490,73184,949
59665,130533,739
59665,56799,761
30341,142257,969
57964,31662,754
57964,173512,844
20553,85496,844
20553,164431,901
121255,144503,843
92422,70761,749
92422,133186,877
92422,155286,820
92422,90843,821
100006,34145,947
100006,142723,842
100006,98135,850
100006,147317,718
100006,125402,819
100006,82861,841
100006,176411,797
100006,111031,734
92816,7571,965
92816,74631,755
92816,60219,830
89644,69226,741
41902,138091,822
41902,34022,787
41902,155243,765
168077,174081,717
168077,35041,731
168077,136194,720
168077,114295,802
168077,156222,845
66904,31928,748
64679,12796,717
64679,70238,923
64679,109,845
64679,28090,856
138977,50622,747
141366,175657,817
141366,1659,750
88732,88399,715
88732,180446,713
29298,123489,763
16155,54508,750
16155,8874,739
16155,112678,820
16155,33369,820
16155,69168,749
104027,74987,728
104027,97113,820
104027,145300,739
151698,48599,806
97113,66678,735
97113,87923,766
97113,75047,821
97113,104027,820
97113,22023,760
97113,84805,748
48651,32231,763
164820,49343,740
30113,149622,713
30113,23073,712
55912,133306,734
55912,32102,848
55912,170767,715
173028,29271,760
63817,156418,749
33382,18805,959
33382,31003,908
19605,127275,722
176122,138009,845
77971,51492,743
131938,16454,758
165282,33988,764
128338,143924,808
128338,65750,700
128338,103661,933
33022,67683,745
9158,64944,712
8206,57733,829
8206,34888,882
81803,36386,784
81803,22666,820
127174,169845,789
127174,43352,730
30111,120647,763
30111,11019,742
30111,155566,822
30111,169737,749
138678,129006,707
176479,35408,742
176479,94713,894
147539,63213,909
158402,29962,843
158402,106606,822
158402,70170,716
158402,4622,737
158402,64175,731
158402,174554,795
158402,37485,751
158402,67054,710
158402,130489,820
158402,180684,734
158402,89573,959
158402,131758,706
158402,163806,846
158402,70076,945
158402,3056,754
158402,32138,780
158402,99680,956
158402,127499,912
158402,18340,733
158402,65023,818
35192,172173,822
45332,6586,765
126925,74231,783
126925,12721,821
126925,54988,781
168330,87823,720
9630,62092,738
36944,136158,713
36944,83826,711
36944,86045,712
36944,37485,790
36944,161959,784
36944,38134,713
36944,41152,713
36944,39347,826
36944,34267,711
88040,19991,740
88040,4007,719
88040,85265,734
88040,46804,770
88040,101047,855
88040,14067,992
88040,55136,730
88040,117180,856
88040,149324,847
88040,147757,754
88040,131772,704
88040,139428,741
88040,72890,801
98089,36041,739
123048,58509,715
115102,38992,760
168170,1748,758
144210,123,769
144210,18010,731
144210,58060,737
58234,140789,761
58234,56244,883
58234,169087,723
58234,177021,890
58234,99720,945
58234,96825,914
58234,87087,820
58234,172724,848
58234,145172,713
58234,10217,731
58234,167669,923
58234,53541,732
58234,12693,746
116927,119174,748
116927,89439,763
139897,142472,739
9133,58509,829
45790,182612,740
147826,106525,741
134505,116789,749
10015,39261,754
10015,160415,971
10015,26808,888
10015,66813,881
156396,97915,720
156396,36726,760
118995,136295,872
118995,13154,774
118995,152789,740
118995,77408,713
152789,118995,740
107825,81297,863
107825,173459,936
107825,41182,931
107825,52914,908
41182,81297,857
41182,173459,931
41182,107825,931
41182,52914,863
41182,84273,738
173459,81297,859
173459,86682,847
173459,41182,931
173459,107825,936
173459,52914,931
110891,20170,845
110891,75711,807
96020,22882,763
77295,59377,745
23372,120215,844
137983,66147,728
137983,130798,720
137983,118337,715
129278,164640,767
29070,60050,753
104988,62839,711
104988,106756,873
168801,28171,821
16454,87212,790
16454,94306,753
16454,75571,702
16454,131938,758
16454,46163,739
109918,48331,717
158530,48331,844
87517,19822,820
72741,127242,858
113601,18862,744
16727,62221,761
126503,67331,760
135220,173668,929
32067,46804,742
177568,126067,707
177568,49439,793
83094,3235,721
25029,155990,961
25029,5779,710
25029,55921,755
13193,101258,760
13193,64880,766
13193,35797,740
150642,103405,846
128800,110382,814
69631,40201,730
37725,89563,739
67189,128963,730
169049,43842,821
65159,163284,764
156385,129016,743
60636,27481,767
60636,130835,745
69232,64543,822
159119,82883,727
75957,176447,710
171927,62562,751
99160,171677,822
39965,160895,820
39965,164436,820
117689,92759,728
158834,167263,734
88350,76613,764
8893,23605,814
172902,76613,736
71488,26047,734
342,45937,707
342,49423,753
342,146047,717
342,141135,822
69092,127327,711
89021,6261,870
145655,124194,844
18925,153599,710
171776,79966,721
119413,149658,745
122724,165995,818
122724,96631,818
16479,148124,736
17724,4903,814
152805,31725,751
97705,48595,884
125309,109643,822
351,32003,729
110656,76213,739
94001,133048,746
383,52555,763
36099,31150,744
36099,117182,821
122685,136947,744
173469,42117,730
121837,81511,820
27398,78279,819
174107,41841,740
21805,33049,937
21805,17061,762
21805,106604,716
51692,174885,731
13081,71313,746
13081,115741,742
13081,116820,728
104958,55027,822
104958,177492,822
162676,109830,847
162676,115641,763
180696,28138,735
180696,100298,820
98450,150434,767
111901,65465,768
129851,96770,714
129851,25456,819
37205,122400,743
95828,38714,739
155496,23018,733
139762,68976,762
175802,122021,749
184204,52876,821
54496,110828,821
97434,36000,820
170623,32232,925
122606,132337,743
100811,5307,740
100811,172192,768
92795,131876,766
64702,56124,933
64702,53040,884
81829,78784,786
93528,94805,842
93528,167352,750
93528,145813,744
48916,182706,915
45962,60904,821
122067,40201,730
181330,177252,877
181330,135412,790
50622,138977,747
81731,128661,731
119961,121375,877
119961,164648,758
119961,153905,765
119961,174533,766
119961,116409,765
119961,165919,739
112013,10648,748
136618,96850,754
71581,114488,762
147660,77538,714
10553,77538,713
51216,183596,742
39636,92604,763
39995,161474,858
17783,113543,747
164559,126555,935
164559,80479,853
164559,5594,774
164559,107223,715
164559,105597,864
164559,104769,758
38741,170186,908
39863,126363,744
146983,170671,769
69765,45682,739
170724,65633,747
67541,89795,707
158287,80418,764
165577,183531,862
165577,65757,868
165577,107820,781
142710,150405,779
136263,73538,765
125759,112375,763
114153,21747,821
65797,158245,721
65797,74728,821
98851,5315,821
20623,84047,761
360,54866,749
147562,154551,812
74305,1519,742
15803,133974,958
15803,149481,782
15803,137088,794
180559,31725,825
180559,43298,785
164465,58033,741
164465,76853,767
16799,1891,765
93902,150238,850
93902,86676,849
93902,33604,757
138179,160190,822
123466,127144,777
123466,85642,848
123466,23571,923
27510,97498,833
171526,34869,803
171526,140928,817
171526,57186,812
116065,136018,763
73152,5729,821
22263,79365,821
72379,2572,740
111779,52800,764
123330,177378,731
119758,181478,819
112338,103604,882
94953,178482,728
42312,144252,930
42312,95799,928
42312,53647,872
42312,1055,886
42312,26575,881
145416,9202,910
145416,115022,820
145416,116436,744
141487,81540,853
141487,7571,976
141487,94225,970
141487,84762,898
141487,60219,937
7387,168119,762
17279,146079,747
122923,134169,733
104073,43908,740
168256,100281,820
91756,160553,821
127517,156595,741
81458,106525,741
72890,112849,730
72890,81337,831
72890,2705,920
72890,85265,924
72890,127103,799
72890,154987,947
72890,20299,932
72890,101047,859
72890,14067,706
72890,56420,871
72890,54900,858
72890,143923,751
72890,149324,836
72890,147757,920
72890,131772,708
72890,104064,838
72890,40353,958
72890,139428,937
72890,88040,801
72890,147782,882
72890,73547,930
72890,104395,788
60904,45962,821
178577,168074,739
179580,33110,760
161662,113195,740
67579,61066,736
35282,108654,960
35282,94972,882
35282,9189,821
177927,23962,766
77933,115420,746
124935,160793,850
124935,82404,758
166428,180119,718
21338,86719,741
61534,54742,740
87451,69200,750
87451,14942,739
87451,160911,750
87451,108351,821
87451,50283,749
87451,28742,769
105106,39168,739
167939,34810,714
167939,149337,720
88877,26521,764
88877,81917,766
23115,158634,912
146769,112191,745
84408,169215,739
84408,177011,760
86656,170699,782
20921,52832,741
110752,50651,880
64821,37522,761
48573,52908,740
48573,94806,735
54543,102056,702
54543,5779,816
5151,159547,773
5151,142255,752
5151,100631,717
5151,96930,919
63473,118315,944
149257,114092,843
149257,152734,711
149257,90531,751
149257,161368,872
90114,102159,734
167516,79061,820
35923,9647,815
137550,34418,822
176214,7739,757
176214,5669,936
65664,136092,822
64729,162828,742
102050,154656,801
113865,178055,820
113865,102580,732
113865,122793,740
105346,157382,821
105346,147717,749
153800,170445,740
104903,97864,714
104903,60966,821
1204,1926,765
41488,156513,743
167864,160481,931
179309,28056,907
73538,32415,734
73538,136263,765
12642,133984,749
77821,60998,911
77821,10447,718
90694,157056,750
24452,172499,820
24452,162075,819
141509,171082,819
95128,161959,879
95128,183034,978
95128,102470,732
114102,36162,820
163674,31745,870
16182,33374,821
11967,101927,820
49274,26215,779
49274,48923,741
49274,145155,740
49274,55279,730
49274,116967,761
49274,180555,970
49209,122808,766
131241,165490,732
6747,32311,725
152122,64905,877
152122,170591,967
47321,135382,765
131604,116584,762
107608,8037,742
137503,21450,769
66065,21450,811
172280,45599,844
109489,134532,740
109489,135338,742
109489,150191,739
56841,39167,740
56841,77499,749
56841,4034,730
59834,161928,711
59834,147691,890
59834,115442,843
110922,9655,911
93450,161549,913
1113,110128,762
1113,129685,754
110202,68125,850
80088,46759,739
120484,45194,739
183265,56563,777
183265,7255,737
56546,101455,711
56546,44502,767
56546,46410,751
174584,108024,714
174584,66591,757
174584,143292,760
24064,55921,716
169737,30111,749
30873,25479,922
125043,27202,822
75928,150962,813
75928,76534,821
183037,149790,941
52091,132908,877
6015,75264,743
4420,89624,739
167098,129053,735
92850,26765,728
5398,175358,770
175684,24296,716
175684,5773,705
150022,77861,760
150022,121656,820
166670,175080,759
166670,78257,721
166670,173790,940
120011,58493,749
162075,22067,910
162075,176884,740
162075,50620,845
162075,172499,822
162075,24452,819
162075,7794,740
107671,140003,739
16964,150212,739
85215,101299,730
155566,120647,737
155566,30111,822
11019,64077,739
11019,120647,766
11019,30111,742
162041,4881,728
162041,82108,762
89144,179780,877
5119,40180,768
5119,11189,759
5119,77408,891
30899,111630,748
30899,179192,739
30899,173351,748
30899,59526,728
111622,48835,766
111622,178397,766
111622,26345,768
59526,30899,728
149330,29188,820
133885,80217,767
15110,168088,711
37356,76844,763
178421,69624,700
178421,92320,719
178421,154509,912
178421,108812,853
178421,101579,798
178421,78508,918
178421,76547,748
178421,164604,748
178421,103405,731
178421,173716,712
178421,140928,777
178421,26741,756
178421,125248,993
178421,24750,824
178421,15085,970
178421,114826,968
178421,63925,993
178421,120043,792
178421,22145,918
54646,21739,712
54646,172277,715
54646,64540,764
54646,125737,718
82158,143578,724
82158,140767,728
65824,88513,767
65824,124029,761
65824,167317,738
10981,120423,717
52920,28551,923
52920,24235,739
52920,35293,749
52920,151413,743
52920,164229,912
52920,50875,712
50324,135152,797
98203,74519,819
98203,110320,749
98203,104604,762
145648,2788,740
149487,120549,764
79811,114189,743
141480,128610,722
135224,37683,722
169864,22105,746
57933,2001,822
57933,83064,821
83064,57933,821
133446,31547,821
62291,164871,800
62291,124576,732
62291,13686,718
88139,4340,820
88139,30231,738
97464,14104,746
38585,35951,734
31547,133446,821
133132,173780,782
133132,133288,845
46999,184156,743
98840,82165,752
162341,28957,731
70238,157841,753
70238,121062,912
70238,12796,714
70238,64679,923
70238,78197,740
114231,171181,871
106965,171181,871
50834,142553,822
175915,32251,741
39769,50408,772
39769,94175,778
39769,76405,818
39769,151170,766
39769,183570,728
39769,12694,873
39769,47511,737
34180,34402,765
34180,32875,743
34180,144004,765
